variable,label,type,value_labels,n_value_labels,universe,n_EICV1,n_EICV2,n_EICV3,n_EICV4_CS,n_EICV5_CS,n_EICV7_CS,source,versions,label_variants,value_label_conflicts
survey,Source survey,string,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
year,Survey year (mid-fieldwork),int16,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
wave,Wave / round id,string,,0,,0,0,0,0,0,0,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
sample,"CS = national cross-section, VUP = VUP booster, PANEL = EICV3-4 panel link",string,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
prov,"Province (1-5, NISR codes)",int8,"1=City of Kigali, 2=Southern Province, 3=Western Province, 4=Northern Province, 5=Eastern Province",5,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
dist,"District (11-57, NISR current codes)",int8,"11=Nyarugenge, 12=Gasabo, 13=Kicukiro, 21=Nyanza, 22=Gisagara …",30,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
urban,"Area of residence (1 urban, 2 rural)",int8,"1=Urban, 2=Rural",2,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
cluster,Sampling cluster / enumeration area (as shipped),string,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
hhid,Household id (unique within wave),double,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
wt,"Household weight carried by every row (sums to persons in person files, to house",double,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
wt_hh,Household weight (same value as wt; sums to the number of households),double,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s6_housing; EICV2: module s0_id; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,
strate,Strata,int8,"1=Kigali Urban, 2=Other Urban, 3=Rural",3,,6420,0,0,0,0,0,EICV1: module s6_housing,,,
prefect,Province,int8,"1=Butare, 2=Byumba, 3=Cyangugu, 4=Gikongoro, 5=Gisenyi …",12,,6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq1,Type of dwelling,int8,"1=Une maison isolée abritant un seul ménage (Detached), 2=Un bâtiment isolé abritant abritant plusieurs ménages (Terra, 3=Une maison à étage habité par un ou plusieurs ménages (Flat), 4=Groupe de maisons abritant plusieurs ménages (In compound), 5=Groupe de maisons abritant un seul ménage (Many units in com …",6,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq2,Rooms in household,int8,,0,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq3,Share dwelling with another household?,int8,"1=Yes, 2=No",2,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq4,How many household live with you?,int8,,0,household (housing),100,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq5a,How long hae you lived in this dwelling?,int8,,0,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq5b,Time unit,int8,"1=Months, 2=Years",2,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq6,Type of dwelling a year ago?,int8,"1=Une maison isolée abritant un seul ménage (Detached), 2=Un bâtiment isolé abritant abritant plusieurs ménages (Terra, 3=Une maison à étage habité par un ou plusieurs ménages (Flat), 4=Groupe de maisons abritant plusieurs ménages (In compound), 5=Groupe de maisons abritant un seul ménage (Many units in com …",8,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq7,How may rooms in previous dwelling?,int8,,0,household (housing),976,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq8,Occupancy status in previous dwelling?,int8,"1=Own occupier, 2=Tenant, 3=Free by employer, 4=Free, 5=Appropriation …",7,household (housing),976,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq9,Reason for moving from previous dwelling?,int8,"1=Family/domestic, 2=Cost, 3=Employment, 4=Construction of own, 5=Quality of dwelling …",6,household (housing),976,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq10,Do you plan to move within a year?,int8,"1=Yes, 2=No",2,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq11,For what reason will you move?,int8,"1=Family/domestic, 2=Cost, 3=Employment, 4=Construction of own, 5=Quality of dwelling …",6,household (housing),428,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq12,Occupancy status of current dwelling?,int8,"1=Owner occupier, 2=Tenant, 3=Free by employer, 4=Free, 5=Appropriation …",7,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6aq13,To whom does this dwelling belong?,int8,"1=Parent/relations, 2=State, 3=Private enterprise, 4=Another individual, 5=Other",5,household (housing),472,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq1,Imputed rent,int32,,0,household (housing),5947,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq2,Monthly rent,int32,,0,household (housing),472,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq3,Dwelling supplied in exchange for services?,int8,"1=Yes, 2=No",2,household (housing),472,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq4a,Value of good and services provided by household?,int16,,0,household (housing),13,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq4b,Time unit,int8,"1=Month, 2=Year",2,household (housing),13,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq5,Is rent shares or paid by another?,int8,"1=Yes, 2=No",2,household (housing),459,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq6,Wh pays this rent?,int8,"1=Parent, 2=State, 3=Private enterprise, 4=Another individual, 5=Other",5,household (housing),32,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq7,Do you have a mortgage on this dwelling?,int8,"1=Yes, 2=No",2,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq8a,Amount of mortgage?,int32,,0,household (housing),6,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq8b,Time unit,int8,"1=Month, 2=Year",2,household (housing),6,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq9,How much spent on construction costs in 12 months?,int32,,0,household (housing),6419,0,0,0,0,0,EICV1: module s6_housing,,,
s6bq10,How much spent on repairs in last 12 months?,int32,,0,household (housing),6413,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq1,Drinking water source?,int8,"1=Electrogaz, 2=Plain well, 3=Well/bore hole, 4=River/stream/lake/pool, 5=Built-up catchment (dam) …",9,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq2,Where is the source located?,int8,"1=In own dwelling/concession, 2=Neighbouring dwelling, 3=In cell, 4=Outside the cell, 5=Other",5,household (housing),6141,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq3,Do you pay for water service (Electrogaz)?,int8,"1=Yes, 2=No",2,household (housing),279,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq4a,Last amount of water bill,int32,,0,household (housing),218,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq4b,Number of months,int8,,0,household (housing),218,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq5,Amount paid for drinking water?,int16,,0,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq6,Do you sell water?,int8,"1=Yes, 2=No",2,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq7,How much received from selling water?,int16,,0,household (housing),15,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq8a,Distance to water source from dwelling?,double,,0,household (housing),6391,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq8b,Unit of distance,int8,"1=Metre, 2=Km",2,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq9,What was main source of water one year ago?,int8,"1=Electrogaz, 2=Puits ordinaire, 3=Puits de forage, 4=Rivière/fleuve/lac, 5=Source aménagée …",10,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq10,What is the main source of lighting for household?,int8,"1=Electricity Electrogaz, 2=Electric gerator, 3=Oil lamb, 4=Gas lamb, 5=Firewood …",8,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq11a,What was the amount of the last bill?,int32,,0,household (housing),480,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq11b,Number of months,int8,,0,household (housing),480,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq12,What was main source of lighting one year ago?,int8,"1=Electricity Electrogaz, 2=Generator, 3=Paraffin lamp, 4=Gas lamp, 5=Firewood …",9,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq13,What is the main fuel used for cooking?,int8,"1=Wood, 2=Charcoal, 3=Gas, 4=Electricity, 5=Paraffin …",7,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq14,What was main fuel used for cooking one year ago?,int8,"1=Wood, 2=Charcoal, 3=Gas, 4=Electricity, 5=Paraffin …",7,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq15,Waste disposal?,int8,"1=Public/council service, 2=Thrown away, 3=Burnt by household, 4=Buried by household",4,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq16,Are you prepared to pay for waste disposal?,int8,"1=Yes, 2=No",2,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq17a,What amount to pay for waste disposal?,int16,,0,household (housing),527,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq17b,Time unit,int8,"1=Day, 2=Month",2,household (housing),527,0,0,0,0,0,EICV1: module s6_housing,,,
s6cq18,Type of toilet?,int8,"1=Flushed toilet, 2=Enclosed pit latrine, 3=Open pit latrine, 4=Other, 5=None",5,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6dq1,Outside walls material,int8,"1=Briques adobes, 2=Briques adobes cemented, 3=Pisé cimente, 4=Pisé not cemented, 5=Boards …",9,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6dq2,Roofing material,int8,"1=Chaume/paille, 2=Tôle ondulée, 3=Concrete, 4=Tile, 5=Other",5,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6dq3,Flooring material,int8,"1=Earth, 2=Wood, 3=Cement, 4=Tiles, 5=Bricks …",6,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6dq4a,Surface area of dwelling?,double,,0,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6dq4b,Unit code,int8,"1=Inside, 2=Outside",2,household (housing),6416,0,0,0,0,0,EICV1: module s6_housing,,,
s6dq5,Is dwelling used for professional activity,int8,"1=Yes, 2=No",2,household (housing),6420,0,0,0,0,0,EICV1: module s6_housing,,,
s6dq6,Area used for professional activity?,double,,0,household (housing),216,0,0,0,0,0,EICV1: module s6_housing,,,
dureloge,Length of stay in lodging,double,,0,,6420,0,0,0,0,0,EICV1: module s6_housing,,,
loyimp,Imputed rent,int8,,0,,11,0,0,0,0,0,EICV1: module s6_housing,,,
loyer,Annual rent,int8,,0,,13,0,0,0,0,0,EICV1: module s6_housing,,,
valbien,Annual value of counterparts,int8,,0,,5948,0,0,0,0,0,EICV1: module s6_housing,,,
traite,Annual treat value,int8,,0,,0,0,0,0,0,0,EICV1: module s6_housing,,,
facteau,Annual value of water bill,int8,,0,,6202,0,0,0,0,0,EICV1: module s6_housing,,,
disteau,Distance in relation to ater source,int8,,0,,907,0,0,0,0,0,EICV1: module s6_housing,,,
factelec,Annual value of electricity expenditures,int8,,0,,84,0,0,0,0,0,EICV1: module s6_housing,,,
depeau,Annual water expendiures,int8,,0,,5370,0,0,0,0,0,EICV1: module s6_housing,,,
deploge,Annual lodging expenditures,int8,,0,,15,0,0,0,0,0,EICV1: module s6_housing,,,
idmenag,Key,double,,0,,6420,0,0,0,0,0,EICV1: module s6_housing,,,
taille,Household Size,int8,,0,,6420,0,0,0,0,0,EICV1: module s6_housing,,,
quintile,Quintile,int8,"1=Q1, 2=Q2, 3=Q3, 4=Q4, 5=Q5",5,,6420,0,14308,14419,14580,0,EICV1: module s6_housing; EICV3: module s11a1_credit; EICV4_CS: module s0_s5_household; EICV5_CS: module s9c_vup_ubudehe_and_rssp_schemes,quintile_v2 (EICV7_CS),EICV1: Expenditure Quintile; EICV4_CS: QUINTILE,
nweight,,double,,0,,6420,0,0,0,0,0,EICV1: module s6_housing,,,
roompers,Number of pieces by person,int8,,0,,6420,0,0,0,0,0,EICV1: module s6_housing,,,
s1q1,Gender,int8,"1=Male, 2=Female",2,all household members (roster; marital status 12+),6420,0,0,0,0,0,EICV1: module s6_housing,,,
nivpauv,Level of poverty,int8,,0,,6420,0,0,0,0,0,EICV1: module s6_housing,,,
ramord,,int8,,0,,12,0,0,0,0,0,EICV1: module s6_housing,,,
ramordj,,int8,,0,,460,0,0,0,0,0,EICV1: module s6_housing,,,
payord,,int8,,0,,12,0,0,0,0,0,EICV1: module s6_housing,,,
s0q7,No Concession_Building,int16,,0,,6408,0,0,0,0,0,EICV1: module s0_id,,,
s0q8,No. on list,int16,,0,,6407,0,0,0,0,0,EICV1: module s0_id,,,
s0q9,No. in Sample,int8,,0,,6420,0,0,0,0,0,EICV1: module s0_id,,,
s0q10_v2,[EICV1..EICV1 version] Has household accepted to participate,int8,,0,,6420,0,0,0,0,0,,s0q10 (EICV2),,
s0q11,Replacement Concession_Building,int16,,0,,814,0,0,0,0,0,EICV1: module s0_id,,,
s0q12,Replacement No. in list,int16,,0,,816,0,0,0,0,0,EICV1: module s0_id,,,
s0q13,Replacemnt No. in Sample,int8,,0,,816,0,0,0,0,0,EICV1: module s0_id,,,
s0q14_v2,[EICV1..EICV1 version] Language,int8,,0,,6420,0,0,0,0,0,,s0q14 (EICV2),,
s0q15_v2,[EICV1..EICV1 version] Who else assumes responsibility for household decisions,int8,,0,,6379,0,0,0,0,0,,s0q15 (EICV2),,
s0q16,Religion,int8,,0,,6420,0,0,0,0,0,EICV1: module s0_id,,,
s0q17a,Day,int8,,0,,6420,0,0,0,0,0,EICV1: module s0_id,,,
month,Month of interview,int8,,0,,6420,0,0,0,0,0,EICV1: module s0_id,,,
dstrat,Design strata,int16,"111=Kigali lowest quartile socio-economic strata, 112=Kigali quartile 2 socio-economic strata, 113=Kigali quartile 3 socio-economic strata, 114=Kigali highest quartile socio-economic strata, 119=Kigali (semi-rural) …",32,,6420,6900,0,0,0,0,EICV1: module eicv1_remap_weights; EICV2: module s0_id,,,
id_strate,New strata based on census EAs,int8,"1=Urban, 2=Other urban, 3=Rural",3,,6420,0,0,0,0,0,EICV1: module eicv1_remap_weights,,,
e2_prov,Census province,int8,"1=Ville de Kigali, 2=Kigali Ngali, 3=Gitarama, 4=Butare, 5=Gikongoro …",12,,6420,0,0,0,0,0,EICV1: module eicv1_remap_weights,,,
hh_wt,Household weight,double,,0,,6420,0,0,14419,0,0,EICV1: module eicv1_remap_weights; EICV4_CS: module eicv4_poverty_file,,,
rectype,Record type,string,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s10_enter_10,,,
strate_s10_enter_10,Area,int8,,0,,3369,0,0,0,0,0,EICV1: module s10_enter_10,,,
prefect_s10_enter_10,Province,int8,"1=Butare, 2=Byumba, 3=Cyangugu, 4=Gikongoro, 5=Gisenyi …",12,,3369,0,0,0,0,0,EICV1: module s10_enter_10,,,
ent10092,Enterprise number,int8,,0,,127,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q1,"Yes-func, Amount received from sales in the last 2 weeks?",int32,,0,household (non-farm enterprises),94,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q2,"Yes-func, Received payments in form of goods/services last 2 weeks?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),94,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q3,"Yes-func, Value of these payments",int16,,0,household (non-farm enterprises),5,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q4,"Yes-func, were any goods/services consumed by hh members last 2 weeks?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),93,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q5,"Yes-func, Value of products consumed by hh",int16,,0,household (non-farm enterprises),34,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q6,"No-func, Amt usually received from sale of products over 2 week period",int32,,0,household (non-farm enterprises),31,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q7,"No-func, Does enterprise usually receive payment in form of goods/services?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),31,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q8,"No-func, What is usual value of payments for goods/services over a two-week peri",int32,,0,household (non-farm enterprises),1,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q9,"No-func, are goods/services usually consumed by hh instead of being sold?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),30,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q10,"No-func, Value of products usually consumed by hh instead of being sold - 2 week",int16,,0,household (non-farm enterprises),9,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q11,Has enterprise rented out building/land/equip/other during last 12 months?,int8,"1=Yes, 2=No",2,household (non-farm enterprises),121,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q12,Amount received (money and in-kind) for renting out assets,int16,,0,household (non-farm enterprises),2,0,0,0,0,0,EICV1: module s10_enter_10,,,
s10d2q13,Compare gross revenue over last 12 months with year before,int8,"1=Higher, 2=Lower, 3=No difference, 4=Not applicable",4,household (non-farm enterprises),121,0,0,0,0,0,EICV1: module s10_enter_10,,,
rectype_s10_enter_11,Record type,string,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s10_enter_11,,,
strate_s10_enter_11,Area,int8,,0,,3351,0,0,0,0,0,EICV1: module s10_enter_11,,,
prefect_s10_enter_11,Province,int8,"1=Butare, 2=Byumba, 3=Cyangugu, 4=Gikongoro, 5=Gisenyi …",12,,3351,0,0,0,0,0,EICV1: module s10_enter_11,,,
ent10093,Enterprise number,int8,,0,,21,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q1,"Yes-func, Amount received from sales in the last 2 weeks?",int32,,0,household (non-farm enterprises),17,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q2,"Yes-func, Received payments in form of goods/services last 2 weeks?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),17,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q3,"Yes-func, Value of these payments",int16,,0,household (non-farm enterprises),1,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q4,"Yes-func, were any goods/services consumed by hh members last 2 weeks?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),17,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q5,"Yes-func, Value of products consumed by hh",int16,,0,household (non-farm enterprises),4,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q6,"No-func, Amt usually received from sale of products over 2 week period",int16,,0,household (non-farm enterprises),4,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q7,"No-func, Does enterprise usually receive payment in form of goods/services?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),4,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q8,"No-func, What is usual value of payments for goods/services over a two-week peri",int8,,0,household (non-farm enterprises),0,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q9,"No-func, are goods/services usually consumed by hh instead of being sold?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),4,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q10,"No-func, Value of products usually consumed by hh instead of being sold - 2 week",int8,,0,household (non-farm enterprises),0,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q11,Has enterprise rented out building/land/equip/other during last 12 months?,int8,"1=Yes, 2=No",2,household (non-farm enterprises),19,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q12,Amount received (money and in-kind) for renting out assets,int8,,0,household (non-farm enterprises),0,0,0,0,0,0,EICV1: module s10_enter_11,,,
s10d3q13,Compare gross revenue over last 12 months with year before,int8,"1=Higher, 2=Lower, 3=No difference, 4=Not applicable",4,household (non-farm enterprises),19,0,0,0,0,0,EICV1: module s10_enter_11,,,
rectype_s10_enter_9,Record type,string,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s10_enter_9,,,
strate_s10_enter_9,Area,int8,,0,,3650,0,0,0,0,0,EICV1: module s10_enter_9,,,
prefect_s10_enter_9,Province,int8,"1=Butare, 2=Byumba, 3=Cyangugu, 4=Gikongoro, 5=Gisenyi …",12,,3650,0,0,0,0,0,EICV1: module s10_enter_9,,,
ent10091,Enterprise number,int8,,0,,1118,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q1,"Yes-func, Amount received from sales in the last 2 weeks?",int32,,0,household (non-farm enterprises),915,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q2,"Yes-func, Received payments in form of goods/services last 2 weeks?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),914,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q3,"Yes-func, Value of these payments",int16,,0,household (non-farm enterprises),40,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q4,"Yes-func, were any goods/services consumed by hh members last 2 weeks?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),915,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q5,"Yes-func, Value of products consumed by hh",int32,,0,household (non-farm enterprises),373,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q6,"No-func, Amt usually received from sale of products over 2 week period",int32,,0,household (non-farm enterprises),202,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q7,"No-func, Does enterprise usually receive payment in form of goods/services?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),203,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q8,"No-func, What is usual value of payments for goods/services over a two-week peri",int32,,0,household (non-farm enterprises),15,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q9,"No-func, are goods/services usually consumed by hh instead of being sold?",int8,"1=Yes, 2=No",2,household (non-farm enterprises),204,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q10,"No-func, Value of products usually consumed by hh instead of being sold - 2 week",int32,,0,household (non-farm enterprises),78,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q11,Has enterprise rented out building/land/equip/other during last 12 months?,int8,"1=Yes, 2=No",2,household (non-farm enterprises),1117,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q12,Amount received (money and in-kind) for renting out assets,int32,,0,household (non-farm enterprises),15,0,0,0,0,0,EICV1: module s10_enter_9,,,
s10d1q13,Compare gross revenue over last 12 months with year before,int8,"1=Higher, 2=Lower, 3=No difference, 4=Not applicable",4,household (non-farm enterprises),1118,0,0,0,0,0,EICV1: module s10_enter_9,,,
s8bq24,Did any member of household own any Ag. equipment during last 12 months?,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
strate_s8_agriculture,Area,int8,,0,,6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
prefect_s8_agriculture,Province,int8,"1=Butare, 2=Byumba, 3=Cyangugu, 4=Gikongoro, 5=Gisenyi …",12,,6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
s8aq1,Did you own livestock/poultry in last 12 months?,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
id1_v3,[EICV1..EICV1 version] Area,int8,,0,,6420,0,0,0,0,0,,"id1 (EICV3, EICV4_CS), id1_v2 (EICV2)",,
id2,Province,int8,"1=City of Kigali, 2=Kigali Ngali, 3=Gitarama, 4=Butare, 5=Gikongoro …",12,,6420,6900,0,0,0,0,EICV1: module s8_agriculture; EICV2: module s0_id,,,"{""1"": [""Butare"", ""City of Kigali""], ""2"": [""Byumba"", ""Kigali Ngali""], ""3"": [""Cyangugu"", ""Gitarama""], ""4"": [""Butare"", ""Gikongoro""], ""5"": [""Gikongoro"", ""Gisenyi""], ""6"": [""Cyangugu"", ""Gitarama""], ""7"": [""Kibungo"", ""Kibuye""], ""8"": [""Gisenyi"", ""Kibuye""], ""9"": [""Kigali Rural"", ""Ruhengeri""], ""10"": [""Byumba"", ""Kigali Urban""], ""11"": [""Ruhengeri"", ""Umutara""], ""12"": [""Kibungo"", ""Umutara""]}"
s8bq1_v2,[EICV1..EICV1 version] Does any member of household own land (here or elsewhere,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,,s8bq1 (EICV2),,
s8bq2,Household possessed farm land in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",918,784,0,0,0,0,EICV1: module s8_farm_land; EICV2: module b_filters,,EICV1: Did any member of household own Ag. land during la,
s8bq3,Household has purchased farm land in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5502,6129,0,0,0,0,EICV1: module s8_farm_land; EICV2: module b_filters,,EICV1: Did you buy land in last 12 months?,
s8bq4_v2,[EICV1..EICV1 version] How much did you pay for land (include in kind payments),int32,,0,"household / farm (agriculture, livestock)",309,0,0,0,0,0,,s8bq4 (EICV2),,
s8bq5,Household purchased farm land in the last two years,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5502,6129,0,0,0,0,EICV1: module s8_farm_land; EICV2: module b_filters,,EICV1: Did you buy land during the 2 years preceding the ,
s8bq6_v2,[EICV1..EICV1 version] How much paid for land in 2 preceding years (include in,int32,,0,"household / farm (agriculture, livestock)",274,0,0,0,0,0,,s8bq6 (EICV2),,
s8bq7,Household sold farm land in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,6129,0,0,0,0,EICV1: module s8_farm_land; EICV2: module b_filters,,EICV1: Did you sell any land during last 12 months?,
s8bq8,Amount of sale of this farm land,int32,,0,"household / farm (agriculture, livestock)",151,375,0,0,0,0,EICV1: module s8_farm_land; EICV2: module b_filters,,EICV1: What was the amount of this sale (include in kind),
s8bq9_v2,[EICV1..EICV1 version] Did you sell tools during the 2 years preceding the last,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,0,0,0,0,0,,s8bq9 (EICV2),,
