variable,label,type,value_labels,n_value_labels,n_EICV1,n_EICV2,n_EICV3,n_EICV4_CS,n_EICV5_CS,n_EICV7_CS,source,versions,label_variants,value_label_conflicts
s3q3,Main health insurance carry,int8,"1=CBHI (Mutuelle de Sante), 2=RSSB (former RAMA), 3=MMI, 4=Schools, 5=Employer …",9,0,0,0,66033,0,53149,,s3q3_v2 (EICV5_CS),EICV4_CS: Main health insurance,"{""1"": [""CBHI (Mutuelle de Sante)"", ""RAMA""], ""2"": [""Mutual insurance"", ""RSSB (former RAMA)""], ""3"": [""Employer"", ""MMI""], ""4"": [""MMI"", ""Schools""], ""5"": [""Employer"", ""Other insurance""], ""6"": [""None"", ""Private insurance companies""]}"
s3q4_v3,[EICV4_CS..EICV4_CS version] Suffered from health problem in the last 4 weeks,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,66033,0,0,,"s3q4 (EICV7_CS), s3q4_v2 (EICV5_CS)",,
s3q5_v2,[EICV4_CS..EICV4_CS version] Nature of the health problem,int8,"1=Malaria, 2=Internal parasites, 3=Respiratory infection, 4=Skin disease, 5=Accident/injury …",10,0,0,0,16807,0,0,,"s3q5 (EICV5_CS, EICV7_CS)",,
s3q6,Main reason for medical consultation,int8,"1=General visit or preventive, 2=Sickness, 3=Injury, 4=Sickness and injury, 5=Vaccination …",9,0,0,0,66033,0,14045,,s3q6_v2 (EICV5_CS),EICV4_CS: Medical consultation over the last 4 weeks,"{""1"": [""General visit or preventive"", ""Yes""], ""2"": [""No"", ""Sickness""], ""8"": [""Don't know"", ""Other (specify)""]}"
s3q7_v2,[EICV4_CS..EICV4_CS version] Reason for medical consultation,int8,"1=General visit or preventive, 2=Sickness, 3=Injury, 4=Sickness and injury, 5=Vaccination …",9,0,0,0,10887,0,0,,"s3q7 (EICV5_CS, EICV7_CS)",,
s4aq1,Ever been to school or organized learning,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,60442,58701,62110,,"s4aq1_v2 (EICV3), s4aq1_v3 (EICV1)",EICV4_CS: Ever been to school; EICV5_CS: Ever been to school,
s4aq2,Highest class succesfully attended in school,int8,"1=ECD, 2=Nursery, 3=Primary, 4=INGOBOKA /Vocational training, 5=Lower secondary …",35,0,0,0,48328,47900,52400,,"s4aq2_v2 (EICV3), s4aq2_v3 (EICV1)",EICV4_CS: Highest class successfully completed; EICV5_CS: Highest class succesfully attained in school,"{""1"": [""ECD"", ""Pre-primary""]}"
s4aq3,Highest diploma/certificate/ degree you have ever obtained,int8,"1=Primary school certificate, 2=Post primary certificate  (CE/FM/TVET I/TVET II), 3=EMA/ENTA, 4=O' level Certificate, 5=A3/D4/D5 …",17,0,0,0,15936,16634,19554,,s4aq3_v2 (EICV1),EICV4_CS: Highest diploma obtained,"{""6"": [""A2/D6/D7"", ""Baccalaureat _D6+2-3_"", ""Bachelors""], ""7"": [""License"", ""Professional license"", ""TVET certificate III""], ""99"": [""Do not know"", ""Missing"", ""No diploma""], ""1"": [""Primary completed"", ""Primary school certificate""], ""2"": [""Post primary certificate  (CE/FM/TVET I/TVET II)"", ""Secondary common""], ""3"": [""EMA/ENTA"", ""Post primary certificate""], ""4"": [""Diploma A3, D5, D4"", ""O' level Certificate""], ""5"": [""A3/D4/D5"", ""Humanities Diploma""], ""8"": [""Engineer"", ""TVET certificate IV""], ""9"": [""Masters"", ""TVET certificate V""], ""10"": [""Doctorate"", ""TVET advanced diploma (A1""]}"
s4aq4a,Field of education of diploma,string,,0,32153,34785,68398,66081,64314,62110,,,,
s4aq4b,ISCED,int16,"1=Basic programmes, 8=Literacy and numeracy, 9=Personal development, 14=Teacher training and education science, 21=Arts …",27,0,0,0,2641,3359,0,,,EICV4_CS: ISCED code,
s4aq5,Last institution of higher learning you attended,int8,"1=University, 2=Institute/school, 3=Polytechnic, 4=College of Education, 5=Technical College …",8,0,0,0,2576,3297,0,,"s4aq5_v2 (EICV3), s4aq5_v3 (EICV1)",EICV4_CS: Last higher institution attended,
s4aq6a,Class attended in 2022/2023,int8,"0=Not in class, 1=P1, 2=P2, 3=P3, 4=P4 …",38,0,0,0,32860,45207,42142,,,EICV4_CS: Class attended during school year 2012; EICV5_CS: Class attended in 2015,"{""1"": [""P1"", ""Pre-primary""], ""11"": [""Primary 1"", ""S5""], ""12"": [""Primary 2"", ""S6""], ""13"": [""Primary 3"", ""UNIVERSITY""], ""14"": [""Nursery"", ""Primary 4""]}"
s4aq6b,Class attended in 2023/2024,int8,"0=Not in class, 1=P1, 2=P2, 3=P3, 4=P4 …",38,0,0,0,32860,45207,47478,,,EICV4_CS: Class attended during school year 2013; EICV5_CS: Class attended in 2016,"{""1"": [""P1"", ""Pre-primary""], ""11"": [""Primary 1"", ""S5""], ""12"": [""Primary 2"", ""S6""], ""13"": [""Primary 3"", ""UNIVERSITY""], ""14"": [""Nursery"", ""Primary 4""]}"
s4aq7_v2,[EICV4_CS..EICV4_CS version] Attended school in previous 12 months,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,34734,0,0,,"s4aq7 (EICV1, EICV5_CS, EICV7_CS), s4aq7_v3 (EICV3)",,
s4aq8,Highest level of education attended in last 12 months,int8,"1=ECD, 2=Nursery, 3=Primary, 4=INGOBOKA /Vocational training, 5=Lower secondary …",8,0,0,0,20576,0,23094,,"s4aq8_v2 (EICV1, EICV5_CS), s4aq8_v3 (EICV3)",EICV4_CS: Type of school attended in previous 12 months,"{""1"": [""ECD"", ""Public""], ""2"": [""Nursery"", ""Private""], ""3"": [""Free Subsidized"", ""Primary""]}"
s4aq9,Problems with school,int8,"1=No problem, 2=Books not available, 3=Mediocre teaching, 4=Not enough teachers, 5=Teachers absent …",9,0,0,0,20576,21403,0,,"s4aq9_v2 (EICV7_CS), s4aq9_v3 (EICV1)",EICV4_CS: Problem experienced at school,"{""7"": [""Other (specify)"", ""Other _specify_""], ""8"": [""Don't know"", ""Don\u00e2\u20ac\u2122t know""]}"
s4aq10,Separate toilet facilities at school,int8,"1=Yes, 2=No, 8=Do not know, 9=Missing",4,0,0,0,20576,21403,0,,s4aq10_v2 (EICV7_CS),EICV4_CS: School has separate toilet facilities for boys and,
s4aq11a,Registration and school fees,int32,"0=Zero, 9999999=Missing",2,0,0,0,20750,16584,0,,,,
s4aq11b,Parent contributions,int32,"0=Zero, 999999=Missing",2,0,0,0,20750,16584,0,,,,
s4aq11c,School uniforms,int32,"0=Zero, 999999=Missing",2,0,0,0,20750,16584,0,,,EICV4_CS: School uniforms expenses,
s4aq11d,Books and school supplies,int32,"0=Zero, 9999999=Missing",2,0,0,0,20750,16584,0,,,EICV4_CS: Books and school supplies expenses,
s4aq11e,Transport to and from school,int32,"0=Zero, 9999999=Missing",2,0,0,0,20750,16584,0,,,EICV4_CS: Transport to and from school expenses,
s4aq11f,Room and board _or board only_,int32,"0=Zero, 9999999=Missing",2,0,0,0,20750,16584,0,,,EICV4_CS: Room and board (or board only) expenses,
s4aq11g_v2,[EICV4_CS..EICV4_CS version] Other school expenses,int32,"0=Zero, 999999=Missing",2,0,0,0,20750,0,0,,s4aq11g (EICV5_CS),,
s4aq11h,Total education expenses _non-distributed option_,int32,"0=Zero, 9999999=Missing",2,0,0,0,1700,4819,0,,,EICV4_CS: Total education expenses (non-distributed option),
s4aq12_v2,[EICV4_CS..EICV4_CS version] Who paid school expenses over last 12 months,int8,"1=Father, 2=Mother, 3=Both parents, 4=Other household members, 5=Other relatives …",12,0,0,0,21862,0,0,,s4aq12 (EICV5_CS),,
s4aq13,Miss any day at school last 7 days?,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,20576,18757,0,,,EICV4_CS: Missed any day at school in the last 7 days?,
s4aq14,Many school days not attend last week,int8,99=Missing,1,0,0,0,8820,9044,0,,,EICV4_CS: Number of school days missed in the last 7 days,
s4aq15,Primary cause of not attending school,int8,"1=Dropped out, 2=Poor health, 3=Hunger, 4=Financial Reasons, 5=Family circumstances …",11,0,0,0,8820,9044,0,,s4aq15_v2 (EICV7_CS),EICV4_CS: Cause of not attending school,"{""10"": [""Other"", ""Other_specify_""]}"
s4aq16,Year did leave school,int16,9999=Missing,1,0,0,0,12282,26497,0,,s4aq16_v2 (EICV7_CS),EICV4_CS: Year left school,
s4aq17,Reason for leaving school,int8,"1=Cost, 2=Work, 3=Marriage, 4=Change of residence, 5=Excluded …",12,0,0,0,13236,27053,0,,s4aq17_v2 (EICV7_CS),,"{""11"": [""Other (Specify)"", ""Other _Specify_""]}"
s4bq1_v2,[EICV4_CS..EICV4_CS version] Post-school/vocational training in last 12 months,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,47300,0,0,,"s4bq1 (EICV5_CS, EICV7_CS), s4bq1_v3 (EICV3), s4bq1_v4 (EICV1)",,
s4bq2_v2,[EICV4_CS..EICV4_CS version] Expense of post-school/vocational training,int32,"0=Zero, 99999999=Missing",2,0,0,0,971,0,0,,"s4bq2 (EICV5_CS, EICV7_CS), s4bq2_v3 (EICV3), s4bq2_v4 (EICV1)",,
s4bq3_v2,[EICV4_CS..EICV4_CS version] Can read a letter or a simple note,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,47300,0,0,,"s4bq3 (EICV5_CS, EICV7_CS)",,
s4bq4,Able to read a simple note,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,34214,46765,46500,,"s4bq4_v2 (EICV3), s4bq4_v3 (EICV1)",EICV4_CS: Can write a letter or a simple note,
s4bq5_v3,[EICV4_CS..EICV4_CS version] Can perform a written calculation,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,47300,0,0,,"s4bq5 (EICV7_CS), s4bq5_v2 (EICV5_CS), s4bq5_v4 (EICV3), s4bq5_v5 (EICV1)",,
s4bq6_v3,[EICV4_CS..EICV4_CS version] Feels confident about using a computer,int8,"1=Yes, 2=No, 3=No literate, 9=Missing",4,0,0,0,47300,0,0,,"s4bq6 (EICV7_CS), s4bq6_v2 (EICV5_CS), s4bq6_v4 (EICV3), s4bq6_v5 (EICV1)",,
s4bq7_v3,[EICV4_CS..EICV4_CS version] Attended literacy course,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,47300,0,0,,"s4bq7 (EICV7_CS), s4bq7_v2 (EICV5_CS), s4bq7_v4 (EICV3)",,
s4bq8,Have a mobile telephone,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,47300,0,46500,,"s4bq8_v2 (EICV3), s4bq8_v3 (EICV1)",EICV4_CS: Has a mobile telephone,
s6aq6_v3,[EICV4_CS..EICV4_CS version] Worked in HH member non-farm business for no paymen,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,55079,0,0,,"s6aq6 (EICV3, EICV5_CS), s6aq6_v2 (EICV7_CS), s6aq6_v4 (EICV2)",,
s6aq7a,Many jobs over past 12 months,int8,99=Missing,1,0,0,0,55070,32762,0,,,EICV4_CS: Number of jobs over past 12 months,
s6aq7b,Many jobs over past 7 days,int8,9=Missing,1,0,0,0,55079,33145,0,,,EICV4_CS: Number of jobs over past 7 days,
s6aq8,Many months has been occupied during the last 12 months,int8,"1=Unemployed /seeking work, 2=Domestic duties, 3=Student, 4=Retired/old age, 5=Sickness/Health problems/disability …",8,0,0,0,21625,32762,0,,s6aq8_v2 (EICV7_CS),EICV4_CS: Main reason for not working (last 12 months),
s6eq1_v2,[EICV4_CS..EICV4_CS version] Worked for one hour in the last 7 days in S6A activ,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,55079,0,0,,s6eq1 (EICV5_CS),,
s6eq2_v2,[EICV4_CS..EICV4_CS version] Usually works but absent last week,int8,"1=Yes, absent, 2=No, 9=Missing",3,0,0,0,25232,0,0,,s6eq2 (EICV5_CS),,
s6eq3_v2,[EICV4_CS..EICV4_CS version] Reason for absence from work; last 7 days,int8,"1=Sick/injured, 2=No work, 3=Season, 4=Weather, 5=Leave …",7,0,0,0,3266,0,0,,s6eq3 (EICV5_CS),,
s6eq4_v2,[EICV4_CS..EICV4_CS version] Usual hours worked in job; 7 day period,int8,99=Missing,1,0,0,0,3266,0,0,,"s6eq4 (EICV5_CS), s6eq4_v3 (EICV2)",,
s6eq5_v2,[EICV4_CS..EICV4_CS version] Worked in other activities in the last 7 days,int8,"1=Yes, at least one of them, 2=None of the above, 9=Missing",3,0,0,0,21966,0,0,,s6eq5 (EICV5_CS),,
s6eq6_v2,[EICV4_CS..EICV4_CS version] Reason not working in the last 7 days,int8,"1=Unemployed, 2=Domestic duties, 3=Student, 4=Retired, 5=Sickness/Health problems/disability …",9,0,0,0,20350,0,0,,s6eq6 (EICV5_CS),,
s6eq7,Able to start work if the opportunity existed,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,8294,0,0,,,,
s6eq8,Seeking a job during the last 4 weeks,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,8294,0,0,,,,
s6eq9,Steps taken to seek work during last 4 weeks,int8,"1=friend to help, 2=Applied for a job, 3=Called on employers, 4=Listened to radio announcements, 5=Read published announcements …",9,0,0,0,354,0,0,,,,
s6eq10,Desire to work at the present,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,7940,0,0,,,,
s6eq11,Reason not seeking a job in last 4 weeks,int8,"1=Discouraged seeker, 2=Waiting to start a new job promised, 3=Waiting to create own job, 4=Others (specify), 9=Missing",5,0,0,0,377,0,0,,,,
s6eq12a,Period looking for a job (year),int8,99=Missing,1,0,0,0,712,0,0,,,,
s6eq12b,Period looking for a job (month),int8,"0=No months, 99=Missing",2,0,0,0,712,0,0,,,,
s6eq13,Ever worked before,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,8294,0,0,,,,
s6eq14,Reason stopped working in last job,int8,"1=Under payment, 2=Late payment, 3=Physical/social harassment, 4=Poor working Conditions, 5=Marital/family commitments …",12,0,0,0,643,0,0,,,,
s6eq15,Employment status last job,int8,"1=Paid employee, 2=Employer, 3=Own account worker, 4=Unpaid family worker, 5=Member of Cooperative …",9,0,0,0,643,0,0,,,,
s6eq16,Kind of establishments in previous employment,int8,"1=Private non-farm, 2=Private farm, 3=Public, 4=Cooperative, 5=NGO (local) …",12,0,0,0,643,0,0,,,,
s6eq17,Wanted additional work,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,34729,0,0,,,,
s6eq18,Number of additional hours preferred to work in last 7 days,int8,"0=No additional hours, 99=Missing",2,0,0,0,16193,0,0,,,,
s6eq19,Desire to change current job,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,34729,0,0,,,,
s6eq20,Reason wants to change current job,int8,"1=Wants higher pay, 2=Wants timely pay, 3=Stop harassment, 4=Better environment, 5=Fit in with family commitments …",9,0,0,0,12099,0,0,,,,
s6eq21,Current main job/activity match training,int8,"1=Yes, 2=No different occupation to qualification, 3=No lower job than qualification, 4=No higher job than qualification), 9=Missing",5,0,0,0,34729,0,0,,,,
s6eq0a,ID number,int32,,0,0,0,0,377,0,0,,,,
s6fq1,Fetched water last 7 days,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,54133,0,0,,,,
s6fq2,Number of hours fetching water last 7 days,int8,"0=Less than an hour, 99=Missing",2,0,0,0,31185,0,0,,,,
s6fq3,Foraged for firewood last 7 days,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,54133,0,0,,,,
s6fq4,Number of hours foraging for wood last 7 days,int8,"0=Less than an hour, 99=Missing",2,0,0,0,20336,0,0,,,,
s6fq5,Searched fodder last 7 days,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,54133,0,0,,,,
s6fq6,Number of hours searching fodder last 7 days,int8,"0=Less than an hour, 99=Missing",2,0,0,0,24473,0,0,,,,
s6fq7,Went to the market last 7 days,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,54133,0,0,,,,
s6fq8,Number of hours going to market last 7 days,int8,"0=Less than an hour, 99=Missing",2,0,0,0,17995,0,0,,,,
s6fq9,Cooked for household last 7 days,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,54133,0,0,,,,
s6fq10,Number of hours cooking last 7 days,int8,"0=Less than an hour, 99=Missing",2,0,0,0,27542,0,0,,,,
s6fq11,Did other household chores last 7 days,int8,"1=Yes, 2=No, 9=Missing",3,0,0,0,54133,0,0,,,,
s6fq12,Number of hours spent on other household chores last 7 days,int8,"0=Less than an hour, 99=Missing",2,0,0,0,31799,0,0,,,,
eid,,int32,,0,0,0,0,33419,0,0,EICV4_CS: module current_main_activity6,,,
lfs6,Labour force status for 6 years and above,int8,"1=Currently employed, 2=Currently unemployed, 3=Currently economically inactive",3,0,0,0,55061,0,0,EICV4_CS: module current_main_activity6,,,
lfs16,Labour force status for 16 years and above,int8,"1=Currently employed, 2=Currently unemployed, 3=Currently economically inactive",3,0,0,0,36981,0,0,EICV4_CS: module current_main_activity6,,,
ur,Unemployment rate,int8,,0,0,0,0,32341,0,0,EICV4_CS: module current_main_activity6,,,
epr,Employment to population ratio,int8,"0=Not employed, 100= Employed",2,0,0,0,36981,0,0,EICV4_CS: module current_main_activity6,,,
twh,Hours worked in all jobs,int16,,0,0,0,0,31545,0,0,EICV4_CS: module current_main_activity6,,,
truu,Time related underemployment,int8,"0=Not underemployed, 100=Underemployed",2,0,0,0,31213,0,0,EICV4_CS: module current_main_activity6,,,
isco,Current main Occupation,int8,"1=Managers, 2=Professionals, 3=Technicians and associate professionals, 4=Clerical support workers, 5=Service and sales workers …",10,0,0,0,32967,0,0,EICV4_CS: module current_main_activity6,,,
isic,Current main economic activity,int16,"1=Agriculture, forestry and fishing, 2=Mining and quarrying, 3=Manufacturing, 4=Electrivcity, gas, steam and air conditionning supply, 5=Water supply , sewage, waste managment and remediation activ …",21,0,0,0,33125,0,0,EICV4_CS: module current_main_activity6,,,
poverty,Welfare Categories,int8,"1=Severaly Poor, 2=Moderately poor, 3=Non Poor",3,0,0,0,0,64314,62110,EICV7_CS: module s8c_food_away_from_home,"poverty_v2 (EICV3, EICV4_CS), poverty_v3 (EICV2)",EICV5_CS: Welfare categories,"{""1"": [""Severaly Poor"", ""Severely poor""]}"
s1q13_v3,[EICV5_CS..EICV5_CS version] Major disability,int8,"1=Without Disability, 2=Visual disability, 3=Deaf and/or mut, 4=Disability in the arms, 5=Disability in the legs …",9,0,0,0,0,64314,0,,"s1q13 (EICV3, EICV4_CS, EICV7_CS), s1q13_v2 (EICV1, EICV2)",,
s1q15,Mother still alive,int8,"1=Yes and resident in household, 2=Yes but residing in another household, 3=No, 8=Do not know",4,0,0,0,0,33201,0,,"s1q15_v2 (EICV4_CS), s1q15_v3 (EICV1)",,
s1q16,Household membership,int8,"1=Yes, 2=No",2,0,0,0,0,64314,0,,s1q16_v2 (EICV1),,
s3q2,Is [name] currently covered by any health insurance?,int8,"1=Yes, 2=No, 3=Don't know, 4=MMI, 5=Other insurance …",6,0,0,0,0,64314,62110,,s3q2_v2 (EICV4_CS),EICV5_CS: Main health insurance carry,"{""1"": [""RAMA"", ""Yes""], ""2"": [""Mutual insurance"", ""No""], ""3"": [""Don't know"", ""Employer""]}"
s3q3_v2,[EICV5_CS..EICV5_CS version] Suffer from any health problem in the last 4 weeks,int8,"1=Yes, 2=No",2,0,0,0,0,64314,0,,"s3q3 (EICV4_CS, EICV7_CS)",,
s3q4_v2,[EICV5_CS..EICV5_CS version] Medical consultation in the over last 4 weeks,int8,"1=Yes, 2=No, 8=Don't know",3,0,0,0,0,64314,0,,"s3q4 (EICV7_CS), s3q4_v3 (EICV4_CS)",,
s3q5,Medical consultation in the over last 4 weeks,int8,"1=Yes,Medical establishment, 2=Yes,Traditional Healer, 3=No, 4=Don't Know, 5=Vaccination …",8,0,0,0,0,13200,62110,,s3q5_v2 (EICV4_CS),EICV5_CS: Main reason for medical consultation,"{""1"": [""General visit or preventive"", ""Yes,Medical establishment""], ""2"": [""Sickness"", ""Yes,Traditional Healer""], ""3"": [""Injury"", ""No""], ""4"": [""Don't Know"", ""Sickness and injury""]}"
s3q6_v2,[EICV5_CS..EICV5_CS version] Difficulty in seeing,int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot see at all",4,0,0,0,0,55179,0,,"s3q6 (EICV4_CS, EICV7_CS)",,
s3q7,Difficulty in seeing,int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot see at all",4,0,0,0,0,55179,54439,,s3q7_v2 (EICV4_CS),EICV5_CS: Difficulty hearing,
s3q8,Difficulty hearing,int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot see at all",4,0,0,0,0,55179,54439,,,EICV5_CS: Difficulty in moving,"{""4"": [""Yes, cannot move at all"", ""Yes, cannot see at all""]}"
s3q9,Difficulty in moving,int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot move at all",4,0,0,0,0,55179,54439,,,EICV5_CS: Difficulty in remembering or concentrating,"{""4"": [""Yes, cannot do  at all"", ""Yes, cannot move at all""]}"
s3q10_v2,[EICV5_CS..EICV5_CS version] Difficulty in speaking/ talking _understanding and,int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot  do  at all",4,0,0,0,0,55179,0,,s3q10 (EICV7_CS),,
s3q11_v2,[EICV5_CS..EICV5_CS version] Difficulty in self-care _such as: washing all over,int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot do at all",4,0,0,0,0,55179,0,,s3q11 (EICV7_CS),,
s4aq6c_v2,[EICV5_CS..EICV5_CS version] Cause of repeat the 2015 class in 2016,int8,"1=Failed year examinations, 2=Sickness, 3=Financial Problems, 4=Family Problems, 5=Other, specify",5,0,0,0,0,3059,0,,s4aq6c (EICV7_CS),,
s4aq11g,Other schooling expenditures,int32,0=Zero,1,0,0,0,0,16584,0,,s4aq11g_v2 (EICV4_CS),,
s4aq12,Responsible for payment of majority of school related expenditures,int8,"1=Father, 2=Mother, 3=Both parents, 4=Other household members, 5=Other relatives …",11,0,0,0,0,21107,0,,s4aq12_v2 (EICV4_CS),,
s4bq1,attended any vocational training,int8,"1=Yes, in a formal establishment, 2=Yes, in an informal establishment, 3=I did not attend any",3,0,0,0,0,46765,46500,,"s4bq1_v2 (EICV4_CS), s4bq1_v3 (EICV3), s4bq1_v4 (EICV1)",EICV5_CS: Did you attended any vocational training,
s4bq2,"Expense of this training including fees, expenses and accommodation",int32,0=Zero,1,0,0,0,0,702,1131,,"s4bq2_v2 (EICV4_CS), s4bq2_v3 (EICV3), s4bq2_v4 (EICV1)",,
s4bq3,Have you attended a literacy course?,int8,"1=Yes, 2=No",2,0,0,0,0,46765,4207,,s4bq3_v2 (EICV4_CS),,
s4bq5_v2,[EICV5_CS..EICV5_CS version] Able to write a simple note,int8,"1=Yes, 2=No",2,0,0,0,0,34977,0,,"s4bq5 (EICV7_CS), s4bq5_v3 (EICV4_CS), s4bq5_v4 (EICV3), s4bq5_v5 (EICV1)",,
s4bq6_v2,[EICV5_CS..EICV5_CS version] Able to do a written calculation,int8,"1=Yes, 2=No",2,0,0,0,0,46765,0,,"s4bq6 (EICV7_CS), s4bq6_v3 (EICV4_CS), s4bq6_v4 (EICV3), s4bq6_v5 (EICV1)",,
s4bq7_v2,[EICV5_CS..EICV5_CS version] Have a mobile telephone,int8,"1=Yes, 2=No",2,0,0,0,0,46765,0,,"s4bq7 (EICV7_CS), s4bq7_v3 (EICV4_CS), s4bq7_v4 (EICV3)",,
s4bq7a,Phone has radio and/or internet function?,int8,"1=Yes, radio only, 2=Yes, internet only, 3=Yes, radio and internet, 4=None, 5=Don't know",5,0,0,0,0,16633,0,,s4bq7a_v2 (EICV1),,
s4bq8a,Own a computer,int8,"1=Yes, 2=No",2,0,0,0,0,46765,0,,,,
s4bq8b,Computer literacy,int8,"1=Yes, 2=No, 3=Not literate",3,0,0,0,0,46765,0,,,,
s4bq9a,Copying or moving a file or a folder,int8,"1=Yes, 2=No, 3=Not arround",3,0,0,0,0,3394,0,,s4bq9a_v2 (EICV3),,
s4bq9b,Using copy and paste tools to duplicate or move information,int8,"1=Yes, 2=No",2,0,0,0,0,2978,0,,s4bq9b_v2 (EICV3),,
s4bq9c,Sending e-mails with attached files,int8,"1=Yes, 2=No",2,0,0,0,0,2978,0,,s4bq9c_v2 (EICV3),,
s4bq9d,Using basic arithmetic formulae in a spreadsheet,int8,"1=Yes, 2=No",2,0,0,0,0,2978,0,,s4bq9d_v2 (EICV3),,
s4bq9e,Connecting and installing new devices,int8,"1=Yes, 2=No",2,0,0,0,0,2978,0,,s4bq9e_v2 (EICV3),,
s4bq9f,"Finding, downloading, installing and configuring software",int8,"1=Yes, 2=No",2,0,0,0,0,2978,0,,s4bq9f_v2 (EICV3),,
s4bq9g,Creating electronic presentations with presentation software,int8,"1=Yes, 2=No",2,0,0,0,0,2978,0,,s4bq9g_v2 (EICV3),,
s4bq9h,Transferring files between a computer and other devices,int8,"1=Yes, 2=No",2,0,0,0,0,2978,0,,s4bq9h_v2 (EICV3),,
s4bq9i,Writing a computer program using a specialized programming language,int8,"1=Yes, 2=No",2,0,0,0,0,2978,0,,,,
s4bq9j,"Using computers, Smart Phones, Tablets.. to retrieve, access, store, produce, pr",int8,"1=Yes, 2=No",2,0,0,0,0,38681,0,,,,
s4bq9k,Use of the internet in the last three months for finding information about goods,int8,"1=Yes, 2=No",2,0,0,0,0,3381,0,,,,
s4bq9l,Use of internet in the last three months for reading or downloading online news/,int8,"1=Yes, 2=No",2,0,0,0,0,3381,0,,,,
s4bq9m,Use of the internet in the last three months for obtaining information from webs,int8,"1=Yes, 2=No",2,0,0,0,0,3381,0,,,,
s4bq9n,Use of the internet in the last three months for seeking health information,int8,"1=Yes, 2=No",2,0,0,0,0,3381,0,,,,
s6aq2,Worked on own farm no payment,int8,"1=Yes, 2=No",2,0,0,0,0,53666,52900,,"s6aq2_v2 (EICV3, EICV4_CS), s6aq2_v3 (EICV2)",,
s6aq3_v3,[EICV5_CS..EICV5_CS version] Carry out any agricultural activity,int8,"1=Yes, 2=No",2,0,0,0,0,53666,0,,"s6aq3 (EICV3, EICV4_CS), s6aq3_v2 (EICV7_CS), s6aq3_v4 (EICV2)",,
s6aq9_v2,[EICV5_CS..EICV5_CS version] Main reason not working over the last,int8,"1=Unemployed /seeking work, 2=Domestic duties, 3=Student, 4=Retired/old age, 5=Sickness/Health problems/disability …",8,0,0,0,0,20904,0,,s6aq9 (EICV7_CS),,
s6eq1,"Over last 7 days gather, collect or purchase main fuel for cooking",int8,"1=Yes, 2=No",2,0,0,0,0,53664,0,,s6eq1_v2 (EICV4_CS),,
s6eq2,"Total minutes for Gathering, collecting or purchasing the main fuel",int16,,0,0,0,0,0,18579,0,,s6eq2_v2 (EICV4_CS),,
s6eq3,Main fuel and the main cook stove over the last 7 days,int8,"1=Yes, 2=No",2,0,0,0,0,53664,0,,s6eq3_v2 (EICV4_CS),,
s6eq4,Total minutes for main fuel and main cooking stove  7 days period,int16,,0,0,0,0,0,7564,0,,"s6eq4_v2 (EICV4_CS), s6eq4_v3 (EICV2)",,
s6eq5,Cooking on the main cook stove over the last 7 days,int8,"1=Yes, 2=No",2,0,0,0,0,53664,0,,s6eq5_v2 (EICV4_CS),,
s6eq6,Total minutes spent Cooking on the main cook stove,int16,,0,0,0,0,0,25995,0,,s6eq6_v2 (EICV4_CS),,
s0q18m,Month of interview,int8,,0,0,0,0,0,64314,0,,,,
s0q18y,Year of interview,int16,,0,0,0,0,0,64314,0,,,,
s1q5a,country of birth,int16,"1=Nigeria, Nigerie, 2=Ethiopia, Ethiopie, 3=Egypt, Egypte, 4=DR Congo, RD Congo,DRC, RDC, 5=Tanzania, Tanzanie …",195,0,0,0,0,0,62110,,,,
